SYNTAX	DESCRIPTION	CLASS	TYPE	GROUP	CATEGORY	KEYWORDS	TIO	DOCS
⎕DMX.(Category ENX)≡'Random Number Generation'22	Left argument for the Weibull distribution is two positive numbers greater than epsilon	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'3	Distribution name must be a character vector	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'4	Distribution is not yet implemented	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'5	Left argument for the Beta distribution must be two numbers	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'6	Parameters for the Beta distribution must be positive numbers	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'7	Left argument must be numeric interval. Example: 1.0 7.6	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'8	The parameter for the Bernoulli distribution is a probablity value between 0 and 1	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Random Number Generation'9	Left argument for the Binomial distribution is the number of trials and a probability value	Constant	Expression	Random Number Generation	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'1	Invalid escape sequence in transformation string	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'10	Text too long	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'11	Input stream not tied	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'12	Output stream not tied	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'13	Input stream error	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'14	Output array cannot be written to a stream	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'15	Invalid regular expression format	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'16	Invalid transformation format	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'17	Invalid output destination	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'18	Invalid input source	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'19	Execution cannot resume because the version of the PCRE library has changed	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'2	Regular expression needed	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'20	Unicode to UTF-8 translation error	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'21	UTF-8 to Unicode translation error	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'22	Output stream translation error	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'24	Unterminated sequence in transformation string	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'25	Subpattern reference out of range in transformation string	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'26	Invalid numeric in transformation string	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'27	Name expected between '<' and '>' in transformation string	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'28	Invalid subpattern name in transformation string	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'29	Invalid character in input stream	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'3	Regular expression optimisation	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'30	Too many regular expressions	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'31	Too many blocks	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'32	Too many subpatterns	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'33	Transformation function should return a value	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'34	Transformation function should return a character vector	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'35	Cannot optimise pattern	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'36	Invalid option value	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'37	Invalid hexadecimal codepoint	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'38	Invalid pattern	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'39	Regex support is not implemented on this platform	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'4	Invalid option value	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'5	Option only allowed with search	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'6	Option only allowed with replace	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'7	Option not allowed in line mode	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'8	PCRE library fatal error	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Search Replace'9	Invalid subpattern name	Constant	Expression	Search Replace	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Source Code Files'1	The file could not be opened	Constant	Expression	Source Code Files	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Source Code Files'2	The file could not be opened for writing	Constant	Expression	Source Code Files	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Source Code Files'3	An error occurred writing to the file	Constant	Expression	Source Code Files	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Source Code Files'4	Only text can be written to a file	Constant	Expression	Source Code Files	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Source Code Files'5	The prefix "file://" was expected	Constant	Expression	Source Code Files	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Source Code Files'6	The type of code could not be inferred	Constant	Expression	Source Code Files	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Source Code Files'7	The content of the file has changed since the object was fixed	Constant	Expression	Source Code Files	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Word expansion'1	Left argument is not NOCMD or SHOWERR or UNDEF	Constant	Expression	Word expansion	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Word expansion'2	Left argument has more than 1 numeric	Constant	Expression	Word expansion	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Word expansion'3	Left argument numeric value has more than 1 element	Constant	Expression	Word expansion	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Word expansion'4	Left argument contains non simple array	Constant	Expression	Word expansion	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Word expansion'5	Number of result elements not as requested	Constant	Expression	Word expansion	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Word expansion'6	Unexpected failure to convert argument to or from UTF-8	Constant	Expression	Word expansion	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Word expansion'7	Word expansion failed	Constant	Expression	Word expansion	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Word expansion'8	Right argument not character	Constant	Expression	Word expansion	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Word expansion'9	Element of right argument not vector	Constant	Expression	Word expansion	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
(⎕NEW⊂'Clipboard').Text	Get text from Windows clipboard	Constant			System	paste retrieve obtain contents string		
⊢2⎕NQ#'GetEnvironment' 'DYALOG'	Install directory	Constant	Expression		System	query installation folder location dyalog.executables binaries		
)SI {n} {-tid=tdno}	Display (first n /last if n<0 lines of) state indicator (for tdno)	Non-syntax			System Command	stack ⎕si ⎕xsi 1st		https://docs.dyalog.com/20.0/language-reference-guide/system-commands/si/
)SINL {n} {-tid=tdno}	Display (first n /last if n<0 lines of) state indicator (for thread tdno) with local names	Non-syntax			System Command	stack list locals ⎕state vector 1st		https://docs.dyalog.com/20.0/language-reference-guide/system-commands/sinl/
:Require file://[path]<file>	Load other source files prior to this one	Syntax	Control	Keyword	Expression	script libriry libraries dependency dependencies dictate order fetch open		https://docs.dyalog.com/20.0/programming-reference-guide/object-oriented-programming/including-script-files/
⎕DMX.(Category ENX)≡'Date/Time functions'1	Unable to read system clock	Constant	Expression	Date/Time functions	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Date/Time functions'10	Invalid character in format string	Constant	Expression	Date/Time functions	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
⎕DMX.(Category ENX)≡'Date/Time functions'11	Invalid language declaration in format string	Constant	Expression	Date/Time functions	Error Message	diagnosticmessageextended ⎕DMX.Message ⎕DMX.ENX ⎕DMX.Category		
